Timestamp,Cooling_Equipment_ID,Cooling_Power_kW,Cooling_Output_kWth,Supply_Temperature_C,Return_Temperature_C,Delta_T,Flow_Rate_LPM,Efficiency_COP,Status,Alarm_Code
2026-08-09 21:30:00,CHILLER-03,37.7,141.1,18.2,26.6,8.4,71.2,3.74,Active,
2026-08-09 21:45:00,CHILLER-01,43.6,140.8,17.7,27.6,9.9,72.7,3.23,Active,
2026-08-09 21:45:00,CHILLER-02,41.9,140.8,17.9,26.8,8.9,71.8,3.36,Active,
2026-08-09 21:45:00,CHILLER-03,39.6,140.8,18.1,26.6,8.5,68.9,3.56,Active,
2026-08-09 22:00:00,CHILLER-01,39.5,139.9,18.1,26.8,8.7,71.0,3.54,Active,
2026-08-09 22:00:00,CHILLER-02,38.3,139.9,18.2,26.7,8.5,69.5,3.65,Active,
2026-08-09 22:00:00,CHILLER-03,42.4,139.9,18.0,26.7,8.7,66.0,3.3,Active,
2026-08-09 22:15:00,CHILLER-01,39.6,139.0,18.0,26.8,8.8,69.1,3.51,Active,
2026-08-09 22:15:00,CHILLER-02,38.3,139.0,17.7,27.0,9.3,69.4,3.63,Active,
2026-08-09 22:15:00,CHILLER-03,39.5,139.0,17.8,26.9,9.1,65.0,3.52,Active,
2026-08-09 22:30:00,CHILLER-01,37.2,135.8,17.7,27.1,9.4,63.5,3.65,Active,
2026-08-09 22:30:00,CHILLER-02,35.7,135.8,17.8,27.2,9.4,68.2,3.8,Active,
2026-08-09 22:30:00,CHILLER-03,36.2,135.8,18.1,26.6,8.5,72.7,3.75,Active,
2026-08-09 22:45:00,CHILLER-01,41.7,134.6,18.2,26.5,8.3,70.1,3.23,Active,
2026-08-09 22:45:00,CHILLER-02,40.8,134.6,17.7,27.3,9.6,62.5,3.3,Active,
2026-08-09 22:45:00,CHILLER-03,40.1,134.6,17.7,26.6,8.9,65.5,3.36,Active,
2026-08-09 23:00:00,CHILLER-01,40.6,137.5,18.0,27.2,9.2,70.8,3.39,Active,
2026-08-09 23:00:00,CHILLER-02,40.2,137.5,18.2,26.8,8.6,66.9,3.42,Active,
2026-08-09 23:00:00,CHILLER-03,38.3,137.5,17.9,26.7,8.8,70.0,3.59,Active,
2026-08-09 23:15:00,CHILLER-01,38.3,136.2,17.8,27.1,9.3,71.7,3.56,Active,
2026-08-09 23:15:00,CHILLER-02,37.5,136.2,17.9,26.7,8.8,71.2,3.63,Active,
2026-08-09 23:15:00,CHILLER-03,37.4,136.2,17.8,26.6,8.8,66.6,3.64,Active,
2026-08-09 23:30:00,CHILLER-01,41.0,133.4,18.0,26.7,8.7,63.0,3.25,Active,
2026-08-09 23:30:00,CHILLER-02,38.7,133.4,18.1,26.6,8.5,67.6,3.45,Active,
2026-08-09 23:30:00,CHILLER-03,39.2,133.4,18.2,27.1,8.9,71.3,3.4,Active,
2026-08-09 23:45:00,CHILLER-01,37.5,133.3,17.9,27.0,9.1,71.2,3.55,Active,
2026-08-09 23:45:00,CHILLER-02,36.6,133.3,18.1,27.5,9.4,67.8,3.64,Active,
2026-08-09 23:45:00,CHILLER-03,39.6,133.3,18.2,27.3,9.1,71.0,3.37,Active,
2026-08-10 00:00:00,CHILLER-01,42.2,141.0,18.2,26.5,8.3,74.3,3.34,Active,
2026-08-10 00:00:00,CHILLER-02,37.4,141.0,18.1,26.4,8.3,66.2,3.77,Active,
2026-08-10 00:00:00,CHILLER-03,41.0,141.0,18.3,26.5,8.2,65.9,3.44,Active,
2026-08-10 00:15:00,CHILLER-01,41.5,142.5,17.9,26.7,8.8,71.8,3.43,Active,
2026-08-10 00:15:00,CHILLER-02,41.9,142.5,17.8,27.6,9.8,68.6,3.4,Active,
2026-08-10 00:15:00,CHILLER-03,39.5,142.5,18.0,27.3,9.3,76.1,3.61,Active,
2026-08-10 00:30:00,CHILLER-01,38.7,141.0,18.0,26.5,8.5,72.3,3.64,Active,
2026-08-10 00:30:00,CHILLER-02,38.4,141.0,18.1,27.3,9.2,73.0,3.67,Active,
2026-08-10 00:30:00,CHILLER-03,42.2,141.0,17.7,26.9,9.2,74.4,3.34,Active,
2026-08-10 00:45:00,CHILLER-01,41.3,141.2,18.2,27.6,9.4,68.1,3.42,Active,
2026-08-10 00:45:00,CHILLER-02,40.7,141.2,17.9,27.4,9.5,66.3,3.47,Active,
2026-08-10 00:45:00,CHILLER-03,41.0,141.2,17.8,26.7,8.9,65.6,3.44,Active,
2026-08-10 01:00:00,CHILLER-01,39.2,139.7,18.0,26.9,8.9,67.4,3.56,Active,
2026-08-10 01:00:00,CHILLER-02,37.0,139.7,18.0,27.4,9.4,71.9,3.78,Active,
2026-08-10 01:00:00,CHILLER-03,39.9,139.7,17.9,27.4,9.5,71.3,3.5,Active,
2026-08-10 01:15:00,CHILLER-01,39.9,140.8,18.3,26.5,8.2,70.9,3.53,Active,
2026-08-10 01:15:00,CHILLER-02,37.2,140.8,17.8,27.3,9.5,71.4,3.79,Active,
2026-08-10 01:15:00,CHILLER-03,38.3,140.8,17.8,27.1,9.3,66.8,3.68,Active,
2026-08-10 01:30:00,CHILLER-01,37.7,137.2,18.1,26.5,8.4,65.3,3.64,Active,
2026-08-10 01:30:00,CHILLER-02,42.0,137.2,17.9,26.6,8.7,70.7,3.27,Active,
2026-08-10 01:30:00,CHILLER-03,39.8,137.2,18.2,26.5,8.3,66.0,3.45,Active,
2026-08-10 01:45:00,CHILLER-01,41.1,138.0,18.0,26.9,8.9,71.8,3.36,Active,
2026-08-10 01:45:00,CHILLER-02,40.5,138.0,17.9,27.4,9.5,66.9,3.41,Active,
2026-08-10 01:45:00,CHILLER-03,41.9,138.0,18.1,27.1,9.0,69.8,3.29,Active,
2026-08-10 02:00:00,CHILLER-01,40.1,136.8,18.1,26.6,8.5,71.7,3.41,Active,
2026-08-10 02:00:00,CHILLER-02,37.9,136.8,18.0,27.3,9.3,64.8,3.61,Active,
2026-08-10 02:00:00,CHILLER-03,37.2,136.8,18.0,27.0,9.0,66.8,3.68,Active,
2026-08-10 02:15:00,CHILLER-01,43.1,139.6,18.2,27.1,8.9,66.9,3.24,Active,
2026-08-10 02:15:00,CHILLER-02,37.9,139.6,17.8,27.3,9.5,74.5,3.68,Active,
2026-08-10 02:15:00,CHILLER-03,37.8,139.6,17.9,26.7,8.8,71.6,3.69,Active,
2026-08-10 02:30:00,CHILLER-01,37.8,136.2,17.9,27.2,9.3,71.5,3.6,Active,
2026-08-10 02:30:00,CHILLER-02,35.9,136.2,18.1,26.9,8.8,66.8,3.79,Active,
2026-08-10 02:30:00,CHILLER-03,36.6,136.2,17.7,27.3,9.6,68.7,3.72,Active,
2026-08-10 02:45:00,CHILLER-01,38.3,137.2,17.8,26.5,8.7,67.6,3.58,Active,
2026-08-10 02:45:00,CHILLER-02,39.7,137.2,18.2,27.0,8.8,70.8,3.46,Active,
2026-08-10 02:45:00,CHILLER-03,36.2,137.2,18.3,26.5,8.2,70.9,3.79,Active,
2026-08-10 03:00:00,CHILLER-01,37.4,138.3,18.1,27.3,9.2,70.7,3.7,Active,
2026-08-10 03:00:00,CHILLER-02,36.8,138.3,18.1,26.8,8.7,65.8,3.76,Active,
2026-08-10 03:00:00,CHILLER-03,37.8,138.3,18.0,27.1,9.1,73.8,3.66,Active,
2026-08-10 03:15:00,CHILLER-01,38.8,137.6,18.3,27.2,8.9,67.9,3.55,Active,
2026-08-10 03:15:00,CHILLER-02,38.4,137.6,18.2,27.5,9.3,68.1,3.58,Active,
2026-08-10 03:15:00,CHILLER-03,37.7,137.6,17.8,27.5,9.7,68.4,3.65,Active,
2026-08-10 03:30:00,CHILLER-01,46.9,172.7,18.1,27.6,9.5,88.6,3.68,Active,
2026-08-10 03:30:00,CHILLER-02,39.6,63.0,22.1,29.3,7.2,36.0,1.59,Degraded,ALM-0003
2026-08-10 03:30:00,CHILLER-03,48.3,176.6,18.5,27.2,8.7,88.5,3.66,Active,
2026-08-10 03:45:00,CHILLER-01,51.3,178.1,18.1,27.2,9.1,93.0,3.47,Active,
2026-08-10 03:45:00,CHILLER-02,39.2,61.1,22.0,29.5,7.5,29.1,1.56,Degraded,ALM-0003
2026-08-10 03:45:00,CHILLER-03,49.5,173.6,18.4,28.1,9.7,88.0,3.51,Active,
2026-08-10 04:00:00,CHILLER-01,50.4,179.0,18.0,27.4,9.4,89.0,3.55,Active,
2026-08-10 04:00:00,CHILLER-02,39.5,64.4,22.2,29.9,7.7,32.0,1.63,Degraded,ALM-0003
2026-08-10 04:00:00,CHILLER-03,53.2,176.6,18.0,27.4,9.4,90.5,3.32,Active,
2026-08-10 04:15:00,CHILLER-01,51.0,175.9,18.4,28.1,9.7,91.1,3.45,Active,
2026-08-10 04:15:00,CHILLER-02,39.3,70.0,21.8,29.6,7.8,39.7,1.78,Degraded,ALM-0003
2026-08-10 04:15:00,CHILLER-03,51.2,175.7,18.5,27.5,9.0,90.7,3.43,Active,
2026-08-10 04:30:00,CHILLER-01,50.4,173.9,18.5,28.1,9.6,89.2,3.45,Active,
2026-08-10 04:30:00,CHILLER-02,39.3,57.8,22.0,29.9,7.9,31.3,1.47,Degraded,ALM-0003
2026-08-10 04:30:00,CHILLER-03,47.1,176.5,18.2,27.9,9.7,87.4,3.75,Active,
2026-08-10 04:45:00,CHILLER-01,51.9,175.0,18.1,27.1,9.0,84.7,3.37,Active,
2026-08-10 04:45:00,CHILLER-02,39.4,56.3,22.0,29.6,7.6,30.2,1.43,Degraded,ALM-0003
2026-08-10 04:45:00,CHILLER-03,48.2,177.9,18.2,27.7,9.5,85.7,3.69,Active,
2026-08-10 05:00:00,CHILLER-01,54.1,177.9,18.2,27.7,9.5,89.1,3.29,Active,
2026-08-10 05:00:00,CHILLER-02,40.4,57.8,22.1,29.1,7.0,32.1,1.43,Degraded,ALM-0003
2026-08-10 05:00:00,CHILLER-03,48.5,182.4,18.4,27.4,9.0,89.4,3.76,Active,
2026-08-10 05:15:00,CHILLER-01,55.4,183.3,18.4,28.0,9.6,91.6,3.31,Active,
2026-08-10 05:15:00,CHILLER-02,40.3,65.7,22.3,29.1,6.8,29.2,1.63,Degraded,ALM-0003
2026-08-10 05:15:00,CHILLER-03,55.6,182.5,18.2,27.5,9.3,88.3,3.28,Active,
2026-08-10 05:30:00,CHILLER-01,54.5,177.6,18.5,28.0,9.5,91.2,3.26,Active,
2026-08-10 05:30:00,CHILLER-02,40.5,71.7,22.2,29.8,7.6,40.6,1.77,Degraded,ALM-0003
2026-08-10 05:30:00,CHILLER-03,56.5,182.6,18.1,27.3,9.2,93.4,3.23,Active,
2026-08-10 05:45:00,CHILLER-01,54.0,179.4,18.1,27.9,9.8,87.1,3.32,Active,
2026-08-10 05:45:00,CHILLER-02,40.2,68.8,21.9,29.6,7.7,33.6,1.71,Degraded,ALM-0003
2026-08-10 05:45:00,CHILLER-03,50.6,176.1,18.2,27.9,9.7,90.1,3.48,Active,
2026-08-10 06:00:00,CHILLER-01,47.8,178.3,18.4,27.7,9.3,86.3,3.73,Active,
2026-08-10 06:00:00,CHILLER-02,40.4,57.0,21.8,29.9,8.1,31.4,1.41,Degraded,ALM-0003
2026-08-10 06:00:00,CHILLER-03,49.0,183.2,18.4,27.0,8.6,95.6,3.74,Active,
2026-08-10 06:15:00,CHILLER-01,56.2,183.1,18.1,28.2,10.1,96.5,3.26,Active,
2026-08-10 06:15:00,CHILLER-02,40.4,57.3,22.3,29.3,7.0,26.7,1.42,Degraded,ALM-0003
2026-08-10 06:15:00,CHILLER-03,52.3,177.9,18.1,27.3,9.2,91.2,3.4,Active,
2026-08-10 06:30:00,CHILLER-01,50.4,182.8,18.3,28.1,9.8,88.7,3.63,Active,
2026-08-10 06:30:00,CHILLER-02,41.3,70.7,21.8,29.6,7.8,36.9,1.71,Degraded,ALM-0003
2026-08-10 06:30:00,CHILLER-03,49.6,187.1,18.2,27.4,9.2,96.7,3.77,Active,
2026-08-10 06:45:00,CHILLER-01,56.3,184.2,18.4,27.1,8.7,87.7,3.27,Active,
2026-08-10 06:45:00,CHILLER-02,41.5,70.1,22.2,29.6,7.4,38.0,1.69,Degraded,ALM-0003
2026-08-10 06:45:00,CHILLER-03,51.5,187.9,18.5,27.2,8.7,95.2,3.65,Active,
2026-08-10 07:00:00,CHILLER-01,56.4,184.0,18.1,28.1,10.0,89.3,3.26,Active,
2026-08-10 07:00:00,CHILLER-02,41.4,64.2,22.1,30.1,8.0,34.1,1.55,Degraded,ALM-0003
2026-08-10 07:00:00,CHILLER-03,51.6,186.7,18.0,27.2,9.2,93.1,3.62,Active,
2026-08-10 07:15:00,CHILLER-01,57.6,190.5,18.3,27.4,9.1,97.4,3.31,Active,
2026-08-10 07:15:00,CHILLER-02,42.1,65.6,22.0,29.8,7.8,36.9,1.56,Degraded,ALM-0003
2026-08-10 07:15:00,CHILLER-03,56.2,187.8,18.0,27.7,9.7,95.3,3.34,Active,
2026-08-10 07:30:00,CHILLER-01,53.7,185.3,18.3,27.9,9.6,92.7,3.45,Active,
2026-08-10 07:30:00,CHILLER-02,42.0,63.0,21.8,29.6,7.8,30.0,1.5,Degraded,ALM-0003
2026-08-10 07:30:00,CHILLER-03,53.2,188.7,18.5,27.4,8.9,97.7,3.55,Active,
2026-08-10 07:45:00,CHILLER-01,58.0,195.3,18.6,27.3,8.7,98.1,3.37,Active,
2026-08-10 07:45:00,CHILLER-02,43.2,66.9,22.1,29.0,6.9,37.4,1.55,Degraded,ALM-0003
2026-08-10 07:45:00,CHILLER-03,54.8,188.6,18.3,27.7,9.4,90.2,3.44,Active,
2026-08-10 08:00:00,CHILLER-01,39.7,149.0,18.1,26.6,8.5,74.2,3.75,Active,
2026-08-10 08:00:00,CHILLER-02,40.4,149.0,18.0,26.7,8.7,74.7,3.69,Active,
2026-08-10 08:00:00,CHILLER-03,40.4,149.0,17.7,27.2,9.5,75.2,3.69,Active,
2026-08-10 08:15:00,CHILLER-01,46.9,153.2,18.2,26.8,8.6,81.4,3.27,Active,
2026-08-10 08:15:00,CHILLER-02,47.1,153.2,18.3,26.5,8.2,79.1,3.25,Active,
2026-08-10 08:15:00,CHILLER-03,44.4,153.2,17.9,27.4,9.5,79.4,3.45,Active,
2026-08-10 08:30:00,CHILLER-01,41.0,151.0,18.3,27.0,8.7,74.1,3.68,Active,
2026-08-10 08:30:00,CHILLER-02,44.7,151.0,18.0,27.6,9.6,77.1,3.38,Active,
2026-08-10 08:30:00,CHILLER-03,43.9,151.0,17.8,26.5,8.7,71.7,3.44,Active,
2026-08-10 08:45:00,CHILLER-01,46.5,153.5,18.2,26.7,8.5,77.2,3.3,Active,
2026-08-10 08:45:00,CHILLER-02,41.9,153.5,17.9,27.5,9.6,78.7,3.66,Active,
2026-08-10 08:45:00,CHILLER-03,44.1,153.5,17.9,27.4,9.5,78.7,3.48,Active,
2026-08-10 09:00:00,CHILLER-01,47.5,153.4,17.7,27.0,9.3,80.8,3.23,Active,
2026-08-10 09:00:00,CHILLER-02,43.8,153.4,18.0,26.5,8.5,78.4,3.5,Active,
2026-08-10 09:00:00,CHILLER-03,45.3,153.4,18.0,26.8,8.8,77.5,3.39,Active,
2026-08-10 09:15:00,CHILLER-01,41.2,155.9,18.1,26.9,8.8,78.2,3.78,Active,
2026-08-10 09:15:00,CHILLER-02,44.3,155.9,18.1,27.2,9.1,77.0,3.52,Active,
2026-08-10 09:15:00,CHILLER-03,43.8,155.9,18.1,27.1,9.0,80.6,3.56,Active,
2026-08-10 09:30:00,CHILLER-01,43.5,157.6,18.2,27.2,9.0,79.6,3.62,Active,
2026-08-10 09:30:00,CHILLER-02,47.9,157.6,18.0,27.4,9.4,80.6,3.29,Active,
2026-08-10 09:30:00,CHILLER-03,48.9,157.6,17.7,26.6,8.9,80.2,3.22,Active,
2026-08-10 09:45:00,CHILLER-01,44.5,158.4,17.7,26.7,9.0,75.4,3.56,Active,
2026-08-10 09:45:00,CHILLER-02,48.1,158.4,18.0,27.6,9.6,75.5,3.29,Active,
2026-08-10 09:45:00,CHILLER-03,47.4,158.4,17.9,26.6,8.7,75.9,3.34,Active,
2026-08-10 10:00:00,CHILLER-01,47.6,158.9,18.2,27.2,9.0,79.3,3.34,Active,
2026-08-10 10:00:00,CHILLER-02,46.5,158.9,18.1,26.7,8.6,74.7,3.42,Active,
2026-08-10 10:00:00,CHILLER-03,43.1,158.9,17.9,27.0,9.1,76.8,3.69,Active,
2026-08-10 10:15:00,CHILLER-01,48.9,158.8,18.1,26.8,8.7,80.5,3.25,Active,
2026-08-10 10:15:00,CHILLER-02,45.1,158.8,17.8,27.2,9.4,78.0,3.52,Active,
2026-08-10 10:15:00,CHILLER-03,43.7,158.8,17.9,27.5,9.6,77.7,3.63,Active,
2026-08-10 10:30:00,CHILLER-01,47.8,161.9,17.9,27.2,9.3,81.7,3.39,Active,
2026-08-10 10:30:00,CHILLER-02,44.4,161.9,18.1,26.9,8.8,82.1,3.65,Active,
2026-08-10 10:30:00,CHILLER-03,43.2,161.9,17.9,26.7,8.8,84.6,3.75,Active,
2026-08-10 10:45:00,CHILLER-01,44.8,163.8,18.2,26.7,8.5,79.4,3.66,Active,
2026-08-10 10:45:00,CHILLER-02,47.6,163.8,18.3,26.7,8.4,78.5,3.44,Active,
2026-08-10 10:45:00,CHILLER-03,48.5,163.8,18.2,26.6,8.4,77.1,3.38,Active,
2026-08-10 11:00:00,CHILLER-01,45.5,164.6,18.1,26.8,8.7,78.1,3.62,Active,
2026-08-10 11:00:00,CHILLER-02,51.1,164.6,18.2,27.5,9.3,82.8,3.22,Active,
2026-08-10 11:00:00,CHILLER-03,44.6,164.6,17.8,27.3,9.5,84.2,3.69,Active,
2026-08-10 11:15:00,CHILLER-01,50.7,164.4,18.2,27.0,8.8,78.9,3.24,Active,
2026-08-10 11:15:00,CHILLER-02,50.0,164.4,18.2,27.5,9.3,79.1,3.29,Active,
2026-08-10 11:15:00,CHILLER-03,45.7,164.4,17.9,27.3,9.4,77.7,3.6,Active,
2026-08-10 11:30:00,CHILLER-01,46.0,167.0,18.1,27.3,9.2,79.5,3.63,Active,
2026-08-10 11:30:00,CHILLER-02,46.4,167.0,17.8,27.5,9.7,84.8,3.6,Active,
2026-08-10 11:30:00,CHILLER-03,46.5,167.0,18.3,27.0,8.7,82.2,3.59,Active,
2026-08-10 11:45:00,CHILLER-01,46.5,164.5,18.2,27.4,9.2,86.1,3.54,Active,
2026-08-10 11:45:00,CHILLER-02,48.0,164.5,17.8,27.2,9.4,86.8,3.43,Active,
2026-08-10 11:45:00,CHILLER-03,47.0,164.5,17.8,27.5,9.7,85.9,3.5,Active,
2026-08-10 12:00:00,CHILLER-01,45.9,166.3,17.8,27.2,9.4,78.7,3.62,Active,
2026-08-10 12:00:00,CHILLER-02,48.9,166.3,17.9,27.4,9.5,85.4,3.4,Active,
2026-08-10 12:00:00,CHILLER-03,49.9,166.3,17.9,26.8,8.9,81.0,3.33,Active,
2026-08-10 12:15:00,CHILLER-01,51.3,166.1,17.7,27.0,9.3,87.4,3.24,Active,
2026-08-10 12:15:00,CHILLER-02,51.6,166.1,18.2,26.5,8.3,83.4,3.22,Active,
2026-08-10 12:15:00,CHILLER-03,48.9,166.1,17.9,27.1,9.2,87.2,3.4,Active,
2026-08-10 12:30:00,CHILLER-01,45.1,168.2,18.1,27.0,8.9,84.1,3.73,Active,
2026-08-10 12:30:00,CHILLER-02,45.6,168.2,18.1,27.2,9.1,84.2,3.69,Active,
2026-08-10 12:30:00,CHILLER-03,51.4,168.2,17.8,27.0,9.2,79.4,3.27,Active,
2026-08-10 12:45:00,CHILLER-01,47.9,169.7,17.9,26.5,8.6,84.4,3.54,Active,
2026-08-10 12:45:00,CHILLER-02,50.1,169.7,17.7,26.6,8.9,89.4,3.39,Active,
2026-08-10 12:45:00,CHILLER-03,50.7,169.7,18.1,27.3,9.2,84.1,3.35,Active,
2026-08-10 13:00:00,CHILLER-01,45.0,171.1,17.8,27.5,9.7,80.8,3.8,Active,
2026-08-10 13:00:00,CHILLER-02,52.8,171.1,17.8,27.4,9.6,85.9,3.24,Active,
2026-08-10 13:00:00,CHILLER-03,46.1,171.1,18.1,27.2,9.1,81.8,3.71,Active,
2026-08-10 13:15:00,CHILLER-01,50.3,169.1,18.2,27.2,9.0,82.1,3.36,Active,
2026-08-10 13:15:00,CHILLER-02,48.0,169.1,18.2,26.7,8.5,83.9,3.52,Active,
2026-08-10 13:15:00,CHILLER-03,44.7,169.1,18.3,26.7,8.4,88.3,3.78,Active,
2026-08-10 13:30:00,CHILLER-01,53.1,170.5,18.2,26.5,8.3,80.7,3.21,Active,
2026-08-10 13:30:00,CHILLER-02,48.2,170.5,17.8,26.6,8.8,83.8,3.54,Active,
2026-08-10 13:30:00,CHILLER-03,46.1,170.5,17.8,26.4,8.6,80.7,3.7,Active,
2026-08-10 13:45:00,CHILLER-01,51.3,171.9,18.0,26.9,8.9,83.0,3.35,Active,
2026-08-10 13:45:00,CHILLER-02,45.4,171.9,18.1,27.6,9.5,85.0,3.79,Active,
2026-08-10 13:45:00,CHILLER-03,45.4,171.9,17.8,27.5,9.7,84.6,3.79,Active,
2026-08-10 14:00:00,CHILLER-01,46.9,170.7,18.0,27.0,9.0,86.1,3.64,Active,
2026-08-10 14:00:00,CHILLER-02,46.3,170.7,17.9,27.1,9.2,82.3,3.69,Active,
2026-08-10 14:00:00,CHILLER-03,46.6,170.7,18.0,27.0,9.0,80.7,3.66,Active,
2026-08-10 14:15:00,CHILLER-01,47.3,173.3,17.8,27.1,9.3,83.0,3.66,Active,
2026-08-10 14:15:00,CHILLER-02,47.0,173.3,18.1,26.9,8.8,90.3,3.69,Active,
2026-08-10 14:15:00,CHILLER-03,48.5,173.3,18.1,27.5,9.4,88.8,3.57,Active,
2026-08-10 14:30:00,CHILLER-01,46.2,172.9,17.7,26.5,8.8,86.1,3.74,Active,
2026-08-10 14:30:00,CHILLER-02,46.6,172.9,17.8,26.8,9.0,86.7,3.71,Active,
2026-08-10 14:30:00,CHILLER-03,45.6,172.9,18.2,26.4,8.2,86.9,3.79,Active,
2026-08-10 14:45:00,CHILLER-01,49.7,172.5,17.7,27.3,9.6,88.2,3.47,Active,
2026-08-10 14:45:00,CHILLER-02,48.3,172.5,18.2,27.5,9.3,86.2,3.57,Active,
2026-08-10 14:45:00,CHILLER-03,46.0,172.5,18.0,27.6,9.6,90.4,3.75,Active,
2026-08-10 15:00:00,CHILLER-01,45.1,171.4,18.1,27.1,9.0,88.3,3.8,Active,
2026-08-10 15:00:00,CHILLER-02,46.7,171.4,18.3,27.1,8.8,81.3,3.67,Active,
2026-08-10 15:00:00,CHILLER-03,51.0,171.4,18.2,27.1,8.9,82.8,3.36,Active,
2026-08-10 15:15:00,CHILLER-01,48.8,172.2,18.2,27.4,9.2,84.5,3.53,Active,
2026-08-10 15:15:00,CHILLER-02,49.8,172.2,18.2,27.5,9.3,84.3,3.46,Active,
2026-08-10 15:15:00,CHILLER-03,45.8,172.2,17.9,26.6,8.7,90.2,3.76,Active,
2026-08-10 15:30:00,CHILLER-01,46.5,170.6,17.9,26.9,9.0,80.4,3.67,Active,
2026-08-10 15:30:00,CHILLER-02,49.7,170.6,17.9,27.4,9.5,88.0,3.43,Active,
2026-08-10 15:30:00,CHILLER-03,46.1,170.6,18.0,27.3,9.3,81.5,3.7,Active,
2026-08-10 15:45:00,CHILLER-01,47.3,173.1,18.2,27.0,8.8,86.8,3.66,Active,
2026-08-10 15:45:00,CHILLER-02,46.9,173.1,18.2,27.5,9.3,90.7,3.69,Active,
2026-08-10 15:45:00,CHILLER-03,46.8,173.1,17.9,26.6,8.7,83.6,3.7,Active,
2026-08-10 16:00:00,CHILLER-01,49.5,169.7,18.2,27.1,8.9,80.1,3.43,Active,
2026-08-10 16:00:00,CHILLER-02,48.2,169.7,18.1,27.5,9.4,82.5,3.52,Active,
2026-08-10 16:00:00,CHILLER-03,46.9,169.7,18.0,26.6,8.6,87.5,3.62,Active,
2026-08-10 16:15:00,CHILLER-01,53.3,173.1,17.9,27.2,9.3,84.3,3.25,Active,
2026-08-10 16:15:00,CHILLER-02,50.5,173.1,18.2,27.0,8.8,87.3,3.43,Active,
2026-08-10 16:15:00,CHILLER-03,45.7,173.1,18.3,27.5,9.2,87.7,3.79,Active,
2026-08-10 16:30:00,CHILLER-01,46.3,171.0,18.0,26.8,8.8,84.3,3.69,Active,
2026-08-10 16:30:00,CHILLER-02,48.9,171.0,18.2,26.5,8.3,82.9,3.5,Active,
2026-08-10 16:30:00,CHILLER-03,48.2,171.0,18.0,26.7,8.7,86.9,3.55,Active,
2026-08-10 16:45:00,CHILLER-01,45.7,168.5,18.3,26.9,8.6,89.1,3.69,Active,
2026-08-10 16:45:00,CHILLER-02,46.8,168.5,18.2,27.2,9.0,82.7,3.6,Active,
2026-08-10 16:45:00,CHILLER-03,46.2,168.5,18.0,26.5,8.5,86.0,3.65,Active,
2026-08-10 17:00:00,CHILLER-01,45.1,169.1,18.2,27.2,9.0,83.6,3.75,Active,
2026-08-10 17:00:00,CHILLER-02,45.6,169.1,18.1,26.5,8.4,88.7,3.71,Active,
2026-08-10 17:00:00,CHILLER-03,52.4,169.1,17.8,27.4,9.6,83.0,3.23,Active,
2026-08-10 17:15:00,CHILLER-01,46.3,169.0,18.3,27.3,9.0,80.1,3.65,Active,
2026-08-10 17:15:00,CHILLER-02,51.2,169.0,18.1,27.6,9.5,86.2,3.3,Active,
2026-08-10 17:15:00,CHILLER-03,45.6,169.0,18.1,27.5,9.4,80.7,3.71,Active,
2026-08-10 17:30:00,CHILLER-01,48.1,166.8,18.0,26.7,8.7,83.9,3.47,Active,
2026-08-10 17:30:00,CHILLER-02,46.7,166.8,18.2,26.9,8.7,84.0,3.57,Active,
2026-08-10 17:30:00,CHILLER-03,48.5,166.8,17.7,26.8,9.1,86.7,3.44,Active,
2026-08-10 17:45:00,CHILLER-01,50.6,167.5,18.3,26.7,8.4,79.1,3.31,Active,
2026-08-10 17:45:00,CHILLER-02,46.0,167.5,17.8,26.7,8.9,84.8,3.64,Active,
2026-08-10 17:45:00,CHILLER-03,49.3,167.5,18.0,26.5,8.5,80.4,3.4,Active,
2026-08-10 18:00:00,CHILLER-01,49.9,165.7,17.9,27.3,9.4,80.8,3.32,Active,
2026-08-10 18:00:00,CHILLER-02,51.1,165.7,18.1,26.7,8.6,83.5,3.24,Active,
2026-08-10 18:00:00,CHILLER-03,45.6,165.7,17.8,27.5,9.7,81.6,3.63,Active,
2026-08-10 18:15:00,CHILLER-01,43.1,163.4,18.3,26.4,8.1,77.4,3.79,Active,
2026-08-10 18:15:00,CHILLER-02,48.1,163.4,18.2,27.2,9.0,78.0,3.4,Active,
2026-08-10 18:15:00,CHILLER-03,43.6,163.4,18.3,27.5,9.2,81.2,3.75,Active,
2026-08-10 18:30:00,CHILLER-01,46.0,162.9,18.3,27.0,8.7,80.8,3.54,Active,
2026-08-10 18:30:00,CHILLER-02,50.7,162.9,18.2,26.4,8.2,83.0,3.21,Active,
2026-08-10 18:30:00,CHILLER-03,48.1,162.9,18.3,27.1,8.8,77.0,3.39,Active,
2026-08-10 18:45:00,CHILLER-01,44.8,165.6,18.1,27.3,9.2,79.1,3.7,Active,
2026-08-10 18:45:00,CHILLER-02,49.9,165.6,18.0,26.6,8.6,86.8,3.32,Active,
2026-08-10 18:45:00,CHILLER-03,49.9,165.6,18.0,26.9,8.9,86.3,3.32,Active,
2026-08-10 19:00:00,CHILLER-01,43.2,162.5,18.2,27.0,8.8,84.3,3.76,Active,
2026-08-10 19:00:00,CHILLER-02,47.8,162.5,18.1,27.3,9.2,85.9,3.4,Active,
2026-08-10 19:00:00,CHILLER-03,44.9,162.5,18.3,27.5,9.2,85.0,3.62,Active,
